21 9 0 8 0 5 0 8 1 3 5 10 2 5 9 6 4 13 3 3 0.5
0 0 3 0 0 1 0 0 0 0 0 1 0 0 0 0 2 3 0 3 0.06
0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0.01
4 0 4 4 0 9 2 0 0 1 13 1 0 1 2 13 2 0 0 7 0.28
16 3 0 4 0 0 16 1 12 2 3 0 0 0 0 0 11 1 0 7 0.3
0 0 1 0 3 0 2 3 3 12 8 0 7 3 0 0 0 12 4 0 0.27
3 0 2 1 0 9 2 3 2 0 7 4 14 3 0 0 0 1 1 0 0.24
0 9 16 3 6 0 4 12 0 10 7 0 2 0 4 5 13 6 1 7 0.46
0 1 5 0 0 0 1 5 0 0 0 0 3 0 0 6 3 0 0 0 0.12
3 2 6 0 0 10 0 3 9 0 2 1 5 0 0 0 1 2 4 5 0.26
16 0 0 3 3 8 16 0 4 2 3 8 1 0 5 0 0 0 3 1 0.3
0 2 13 1 0 3 1 0 6 0 0 0 10 8 0 3 8 6 0 1 0.29
2 0 0 0 2 0 3 0 0 0 0 5 0 2 0 0 3 5 0 0 0.11
5 3 9 1 1 7 4 0 5 0 1 7 1 14 0 5 6 0 5 3 0.36
0 29 0 0 40 0 27 4 54 42 50 0 19 4 20 0 0 0 7 5 0.5
5 0 1 15 4 3 13 0 0 2 1 6 13 3 7 5 2 2 12 11 0.45
19 3 0 0 3 0 0 0 6 12 1 19 0 13 0 0 0 0 15 0 0.31
0 0 7 40 89 32 0 41 100 42 0 0 13 0 0 0 21 5 37 41 0.56
32 0 32 0 42 40 20 7 0 0 0 0 0 6 0 0 56 0 81 23 0.46
0 14 0 10 15 3 15 0 3 3 0 0 3 0 19 13 4 4 8 2 0.45
0 0 0 3 1 0 0 4 0 0 0 3 0 0 0 2 0 0 2 1 0.08
0 0 0 6 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0.04
17 2 3 9 6 3 2 0 0 5 1 3 0 10 19 10 11 6 0 11 0.49
13 0 10 6 2 8 14 2 16 4 2 14 7 8 7 0 2 5 0 2 0.52
0 13 0 12 2 2 19 1 1 5 1 2 5 2 0 1 0 9 8 10 0.39
0 2 0 0 2 2 0 4 4 0 6 0 2 0 2 3 3 4 0 0 0.17
34 56 45 26 56 0 0 0 50 16 13 0 35 6 0 9 23 0 0 33 0.62
2 0 0 3 0 3 1 0 1 4 0 0 0 0 0 4 3 0 3 2 0.12
0 0 2 4 0 1 0 2 0 0 2 1 2 0 3 0 0 0 4 0 0.1
8 0 0 10 0 3 0 0 0 16 0 15 0 0 14 3 0 14 6 4 0.37
0 0 4 2 2 0 0 3 0 0 1 0 1 0 3 0 0 0 0 2 0.09
0 0 2 0 1 1 0 0 4 2 1 0 0 5 3 0 3 0 0 0 0.11
0 0 1 1 1 0 0 4 1 0 0 0 0 3 0 0 3 0 2 5 0.1
19 0 47 41 9 18 0 36 0 19 30 9 28 39 0 38 6 41 104 58 0.77
0 43 19 0 47 34 44 0 14 50 21 34 45 9 0 22 29 0 41 0 0.69
0 0 0 0 3 3 5 3 0 0 0 0 3 0 4 0 0 0 6 3 0.15
0 0 0 0 2 0 0 0 0 0 3 0 3 1 0 0 4 3 0 1 0.08
7 20 24 24 0 0 0 23 0 21 0 2 3 0 14 0 0 0 0 19 0.4
0 10 1 4 0 0 3 0 4 1 1 18 6 1 21 2 5 16 0 0 0.34
2 8 22 3 13 0 10 3 0 0 2 3 0 18 2 0 0 0 7 7 0.38
4 6 0 0 0 8 0 0 0 7 10 4 0 0 12 0 1 1 5 2 0.29
3 3 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 4 2 0 0.08
35 32 11 0 59 11 0 0 3 17 1 24 42 0 145 0 38 0 40 0 0.56
9 0 0 3 0 0 0 0 14 10 1 4 0 0 1 6 0 5 4 0 0.26
6 0 0 0 0 3 0 0 0 0 4 0 1 0 3 10 2 0 8 2 0.19
0 3 0 0 16 2 0 0 7 9 0 1 2 0 10 3 0 12 0 9 0.33
37 18 10 38 36 31 15 0 0 0 0 1 34 35 0 59 18 0 0 5 0.58
0 3 27 125 0 33 38 38 0 38 0 0 0 0 0 1 7 46 0 51 0.45
0 3 0 0 1 3 0 0 0 0 4 0 0 0 0 0 1 3 4 1 0.1
0 29 0 11 31 0 49 135 0 33 0 0 0 26 0 0 0 0 0 0 0.35
0 7 6 6 8 12 14 2 0 5 13 0 4 13 4 4 20 2 0 2 0.5
0 51 75 0 34 0 15 0 20 0 0 22 0 51 79 0 28 21 0 11 0.55
9 0 0 2 0 3 0 0 0 8 0 19 0 0 0 12 14 0 0 5 0.28
0 0 1 1 1 6 1 3 3 0 0 0 0 0 2 2 4 11 2 0 0.18
1 2 3 4 1 4 3 3 0 2 2 9 3 14 1 0 1 0 9 10 0.34
0 0 0 0 5 2 1 2 0 1 1 0 2 2 0 0 1 0 0 3 0.1
0 0 0 0 2 6 0 0 4 0 0 0 3 0 2 4 0 0 4 0 0.12
1 0 0 4 4 0 1 0 0 0 0 0 2 3 4 5 2 0 3 0 0.14
0 0 1 4 0 0 2 3 2 0 0 4 0 3 3 3 3 1 0 0 0.14
5 15 0 0 4 7 11 8 0 4 0 0 2 5 3 6 17 0 19 0 0.41
0 3 4 0 1 3 2 2 0 2 1 0 0 0 0 0 0 0 3 1 0.1
5 3 0 1 1 1 0 0 1 0 2 0 0 0 2 2 0 4 2 1 0.12
3 3 5 1 2 13 3 8 0 0 3 0 0 5 9 0 12 10 2 23 0.42
2 10 0 0 2 0 8 0 0 3 4 6 0 1 0 0 2 0 9 0 0.23
54 0 0 26 0 21 2 12 0 37 8 38 0 0 152 0 33 24 98 30 0.6
1 0 0 0 5 0 0 11 5 13 0 18 3 7 13 0 0 0 9 0 0.35
19 0 1 3 3 5 13 0 0 5 5 14 0 1 5 0 1 0 1 0 0.29
20 9 1 0 3 0 20 2 0 6 0 3 3 5 0 2 2 10 4 18 0.4
0 3 0 0 3 0 0 3 0 3 0 6 0 0 0 2 0 0 0 0 0.09
0 10 12 5 16 2 2 5 1 0 0 10 3 0 1 7 10 5 2 3 0.43
7 2 6 0 7 12 0 7 2 1 8 2 3 0 8 0 0 0 7 2 0.36
0 0 0 1 0 0 0 5 3 1 0 1 3 0 1 0 0 0 5 0 0.1
0 2 3 0 0 3 0 2 0 0 0 0 0 2 2 0 0 0 0 0 0.07
23 22 25 0 7 38 23 90 32 0 3 57 0 26 39 39 36 43 40 0 0.75
0 7 0 0 0 1 0 0 0 3 0 0 2 0 2 7 15 0 0 9 0.2
20 5 13 3 3 1 8 0 1 0 0 2 4 0 0 0 0 5 0 2 0.27
8 0 3 5 0 2 0 0 6 0 5 4 4 9 16 1 3 0 4 2 0.33
5 6 8 6 3 9 13 11 0 6 0 5 18 0 9 0 2 0 0 2 0.45
0 2 3 0 0 4 0 0 0 3 15 0 0 1 0 0 6 0 0 0 0.14
21 6 0 4 0 6 1 3 10 6 14 0 3 13 0 8 2 0 6 0 0.42
70 0 89 40 36 29 37 27 23 36 0 0 40 35 24 0 86 0 0 12 0.7
5 0 6 23 1 1 2 0 0 2 5 5 0 0 0 1 6 6 1 1 0.25
0 3 1 0 0 4 1 0 3 2 1 0 1 2 0 0 0 6 0 0 0.12
10 9 10 17 5 0 2 0 1 7 3 9 0 1 3 2 10 12 21 1 0.51
0 3 2 3 2 0 3 0 0 0 0 1 3 0 0 0 0 0 0 0 0.08
2 9 3 2 11 5 0 10 3 3 2 0 6 0 0 8 2 0 8 6 0.39
0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 2 4 2 0 0.06
17 3 4 0 8 4 3 4 7 2 0 0 0 0 2 2 0 6 0 18 0.32
2 0 0 6 0 7 0 0 3 5 7 6 12 3 14 3 0 5 0 11 0.38
23 9 0 0 0 45 57 6 2 0 0 0 7 0 9 41 0 40 11 0 0.46
0 48 4 26 25 57 24 18 34 0 0 35 0 89 87 31 39 0 28 4 0.69
14 4 0 0 33 34 2 0 0 0 0 7 41 4 11 31 0 6 55 0 0.46
0 6 3 3 4 2 0 1 1 2 3 7 12 8 5 5 0 5 2 5 0.36
0 1 9 2 2 1 9 3 4 1 6 0 6 12 1 24 10 1 0 7 0.41
0 0 0 0 3 1 0 0 9 4 0 0 7 0 9 3 6 3 0 0 0.22
0 0 0 0 0 0 22 0 0 39 0 78 33 26 0 41 0 50 4 0 0.37
9 11 5 0 0 24 0 21 10 8 11 0 3 12 0 4 3 4 9 0 0.52
31 7 0 12 10 55 23 17 0 22 0 74 0 0 61 25 30 49 86 22 0.73
3 10 0 0 0 3 4 6 3 0 0 0 0 0 1 1 11 0 0 0 0.2
0 13 0 0 5 3 0 2 0 2 11 11 4 1 0 4 0 13 0 2 0.31
0 4 0 1 0 0 0 3 2 0 0 1 2 1 4 0 0 0 1 0 0.09
15 37 0 47 0 33 0 0 0 32 1 0 36 0 58 0 0 18 0 30 0.45
10 0 0 1 4 0 13 8 17 6 0 0 2 0 0 0 6 1 2 0 0.29
0 0 15 1 1 0 1 0 0 0 5 0 3 0 3 0 0 0 3 0 0.13
1 3 1 12 10 0 7 0 2 0 0 0 2 0 0 8 0 0 0 10 0.27
1 0 1 5 0 11 4 13 0 2 3 0 9 7 13 0 11 14 1 16 0.46
0 0 32 0 8 43 8 36 71 0 0 0 109 0 149 47 16 16 75 0 0.58
0 0 4 1 0 0 0 0 0 0 0 0 0 2 0 0 4 0 1 1 0.06
0 0 0 0 0 0 3 2 0 1 3 0 0 0 0 0 3 0 1 0 0.06
0 22 12 0 0 61 41 34 0 8 36 21 29 32 0 36 0 0 0 35 0.59
6 0 0 0 0 3 0 3 0 0 0 5 0 0 3 0 0 0 0 0 0.1
0 0 1 5 0 0 0 1 0 4 0 0 0 4 3 1 0 0 2 0 0.1
0 0 2 0 0 0 3 0 0 0 2 9 0 0 17 15 0 9 0 0 0.22
0 11 2 0 0 8 12 3 2 0 12 0 0 0 3 10 0 5 6 9 0.39
4 2 1 2 0 6 0 4 0 5 1 3 1 7 2 5 1 9 2 3 0.29
2 0 3 10 0 0 17 7 10 5 0 0 0 0 1 7 2 1 0 4 0.31
0 0 4 4 22 6 0 1 0 0 12 14 8 5 0 0 1 1 6 3 0.34
0 4 0 0 0 3 2 0 4 2 0 3 0 2 0 0 2 3 0 0 0.12
2 13 1 0 4 9 3 0 2 0 1 9 6 16 10 18 6 3 3 0 0.44
0 0 141 28 0 16 0 50 8 12 0 37 0 30 10 64 0 0 0 33 0.54
29 14 41 0 0 32 31 6 0 0 32 36 31 6 114 0 0 0 40 9 0.6
2 11 1 11 4 0 13 0 0 0 3 0 16 2 8 0 4 1 0 10 0.37
0 0 0 8 0 0 0 0 6 0 2 0 11 0 3 0 0 10 2 2 0.21
6 1 0 0 0 3 4 0 0 1 0 1 0 0 3 0 0 6 0 4 0.14
1 9 8 0 0 2 3 9 0 3 0 2 0 17 3 0 2 4 12 23 0.38
0 3 1 20 24 9 7 0 1 3 0 3 4 6 1 3 13 2 12 0 0.41
13 5 14 3 12 9 8 0 0 1 18 0 14 0 12 0 15 3 2 0 0.5
0 5 4 5 13 13 0 0 19 14 11 10 5 3 3 9 16 0 3 0 0.53
40 44 0 37 25 100 34 35 0 37 23 32 0 0 0 39 0 51 0 3 0.61
0 0 11 36 43 57 0 20 0 0 20 129 0 21 14 0 0 33 0 0 0.5
0 0 3 6 3 0 0 3 5 3 1 3 0 0 9 4 4 11 6 0 0.29
0 0 0 2 0 3 0 3 3 1 0 2 0 2 3 0 0 0 0 0 0.09
8 3 0 1 0 3 0 2 10 10 3 0 0 16 10 0 20 2 23 0 0.4
4 16 0 1 17 6 0 3 0 9 2 1 0 0 12 7 6 10 0 1 0.39
0 3 0 0 0 0 0 3 0 0 4 0 2 0 0 0 0 0 2 0 0.07
0 4 0 0 1 0 2 5 0 0 0 0 0 0 4 1 0 4 3 4 0.14
15 7 0 2 12 1 0 0 16 3 2 10 3 2 9 0 0 0 0 0 0.34
0 14 0 4 0 0 0 0 0 0 0 0 17 0 0 5 2 0 18 3 0.21
0 0 120 0 20 74 0 37 0 36 0 60 23 36 42 19 1 18 0 59 0.6
2 6 0 0 0 2 0 1 1 3 0 17 0 6 3 2 2 0 17 0 0.24
6 0 0 16 3 5 7 1 9 12 11 0 24 0 3 0 8 1 12 0 0.46
50 0 0 0 26 0 0 0 0 3 37 0 0 25 0 9 32 0 39 0 0.36
0 57 18 0 38 39 41 0 0 0 0 21 0 0 0 0 50 45 21 0 0.45
0 32 27 50 0 10 37 10 32 31 83 36 92 0 27 0 17 0 94 55 0.75
33 36 46 32 11 23 12 0 0 0 9 0 0 48 0 0 38 25 13 0 0.59
0 3 1 2 3 2 0 2 1 5 0 0 3 4 1 0 0 0 0 2 0.14
0 1 0 15 7 0 10 4 0 13 0 0 0 0 0 9 0 8 0 7 0.33
3 2 2 2 0 0 2 0 0 0 1 3 1 0 3 2 0 13 0 4 0.17
22 3 1 0 8 12 3 14 11 1 11 2 1 14 0 4 7 4 0 24 0.51
0 0 0 0 0 0 0 1 0 0 4 2 1 0 1 4 0 2 0 4 0.09
6 0 0 0 14 0 0 34 48 0 25 49 0 46 0 74 34 0 15 7 0.51
0 10 0 4 31 0 30 0 46 159 0 31 48 13 37 0 0 1 0 32 0.52
0 0 5 0 0 3 0 0 5 0 3 3 0 1 0 0 2 4 0 0 0.13
3 6 21 6 0 0 3 6 0 5 0 12 0 0 0 4 1 3 3 0 0.3
0 0 2 5 0 0 1 3 0 1 0 0 3 3 0 0 0 0 5 0 0.11
4 4 5 4 2 4 1 0 4 3 0 0 0 2 0 6 0 0 3 0 0.21
4 0 6 9 0 8 0 0 0 13 7 0 0 0 0 0 1 2 4 3 0.27
2 0 0 1 0 0 0 3 1 0 1 0 3 1 6 0 4 0 0 0 0.11
84 0 31 0 58 42 0 39 40 88 0 0 35 30 0 0 0 4 5 37 0.54
9 2 0 11 11 0 2 0 0 10 0 0 1 0 0 5 0 0 6 0 0.27
4 22 13 3 6 3 7 12 9 0 2 0 0 3 5 3 0 2 4 13 0.45
0 0 0 11 37 0 31 0 23 0 31 0 0 0 0 49 17 32 37 27 0.5
0 1 2 13 7 7 2 0 0 2 2 5 19 3 0 14 1 4 15 0 0.38
0 5 0 1 4 0 0 1 0 2 0 7 13 10 10 0 6 10 0 0 0.33
0 0 1 3 0 0 0 4 3 2 0 0 0 0 2 3 0 0 0 0 0.09
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 4 0.04
4 6 0 0 6 1 1 24 0 6 6 0 0 2 8 4 13 2 0 0 0.33
0 67 0 17 0 36 0 39 0 34 158 0 0 36 0 3 156 68 29 0 0.51
16 20 3 16 1 4 0 1 22 5 0 8 18 7 10 0 0 0 1 0 0.45
0 2 1 4 3 1 6 4 0 6 0 13 3 0 0 11 0 0 6 2 0.29
14 17 0 7 3 0 4 16 5 0 2 0 14 0 0 0 7 5 17 6 0.44
23 2 12 0 7 2 0 5 0 0 0 0 0 4 2 3 7 0 0 6 0.29
0 0 0 3 1 0 5 19 0 2 7 0 11 19 18 8 11 2 0 0 0.39
3 0 4 4 0 0 0 1 0 0 0 2 5 0 0 4 0 0 0 2 0.12
0 0 0 34 80 44 37 2 0 0 33 18 0 8 0 0 0 0 0 41 0.4
0 10 0 0 34 0 14 33 0 0 36 0 18 27 26 43 8 45 8 36 0.63
0 0 42 8 34 0 0 50 0 0 11 32 25 48 0 17 34 0 19 42 0.59
0 0 51 0 18 63 0 0 0 3 0 18 0 139 52 43 49 18 57 0 0.51
33 42 29 0 0 17 130 33 0 42 20 4 6 14 1 33 0 40 53 0 0.65
0 1 1 5 5 1 0 5 3 0 0 0 0 2 1 0 0 0 0 0 0.12
2 1 0 4 0 0 0 0 1 1 5 0 4 2 0 0 0 4 4 0 0.14
0 12 14 10 3 6 0 3 10 4 1 0 0 0 4 9 9 3 14 3 0.47
17 6 39 0 0 61 5 0 41 0 26 44 35 47 0 0 29 0 0 31 0.55
10 2 6 0 2 0 0 2 1 3 1 5 1 21 0 0 7 21 21 0 0.35
3 5 5 0 0 10 8 7 2 3 3 23 0 1 3 19 3 3 0 4 0.39
5 3 0 8 0 0 1 0 0 2 3 18 0 6 12 14 0 0 0 16 0.34
0 1 3 0 0 2 0 0 0 0 0 0 1 3 3 0 2 0 0 4 0.09
2 0 0 9 20 6 3 1 5 4 7 14 3 2 0 4 23 12 10 0 0.48
5 4 12 0 1 5 11 5 1 0 0 0 10 20 0 0 12 3 0 6 0.39
14 19 13 14 0 6 0 3 0 2 8 3 0 2 12 0 4 4 1 6 0.44
0 2 0 0 0 0 2 3 0 0 6 3 1 2 1 0 3 2 0 0 0.12
0 0 0 3 3 5 18 0 10 0 11 16 6 1 0 0 0 14 0 0 0.33
8 3 5 14 1 5 0 8 0 0 13 2 2 3 3 1 15 5 9 10 0.47
40 36 24 0 33 38 35 22 29 0 0 20 0 37 36 80 0 3 110 0 0.66
2 4 0 7 7 0 5 0 0 0 0 4 1 14 1 0 2 14 18 9 0.36
0 45 7 51 0 0 12 0 43 17 0 44 42 39 13 19 41 0 29 39 0.68
0 4 0 3 2 12 0 8 0 2 0 0 0 6 7 9 4 0 7 1 0.31
0 17 3 10 0 11 12 1 10 0 0 1 4 1 0 8 0 0 7 1 0.37
25 0 15 35 25 18 0 56 3 22 19 73 58 56 0 0 98 33 29 134 0.76
3 5 12 9 3 13 2 13 8 3 2 1 2 3 0 2 0 13 0 1 0.42
3 2 4 6 13 2 0 1 4 1 0 0 3 0 2 5 0 4 2 23 0.29
13 0 22 43 84 0 106 0 52 50 50 0 5 70 31 0 31 0 0 33 0.62
0 0 0 0 2 0 0 2 0 0 3 0 0 0 0 0 0 6 0 1 0.07
12 3 4 2 0 2 1 2 9 5 14 14 0 3 22 1 3 9 7 2 0.46
2 11 0 0 9 0 1 0 2 3 0 7 7 11 0 0 5 19 0 0 0.33
30 41 9 12 6 0 47 0 146 36 23 30 0 59 0 32 40 49 0 53 0.72
12 4 9 0 9 3 2 6 0 2 6 1 2 4 10 0 3 11 1 9 0.45
6 0 2 4 0 7 0 1 4 3 2 0 21 3 7 2 0 11 9 2 0.36
1 4 6 8 4 10 0 2 3 10 3 5 1 4 0 3 0 0 0 2 0.33
0 11 1 1 13 3 0 8 0 3 5 4 7 0 0 2 2 10 2 10 0.39
0 10 2 0 0 2 0 9 2 6 5 0 11 9 8 0 2 0 9 2 0.38
0 0 0 0 0 0 2 0 0 0 3 2 0 3 1 0 0 0 1 0 0.06
3 0 2 4 5 7 3 3 0 0 4 0 1 10 2 5 5 2 2 0 0.29
0 1 0 2 4 0 0 4 3 0 0 4 0 3 0 3 3 4 0 0 0.15
2 4 12 0 0 11 6 10 0 0 0 24 4 0 0 0 9 0 0 18 0.37
13 47 27 40 0 47 0 0 8 0 0 48 102 130 43 29 0 0 0 0 0.54
0 100 0 10 0 17 53 12 37 35 0 8 38 35 34 60 4 45 0 0 0.66
6 22 5 0 0 5 3 2 10 0 2 0 2 0 4 2 5 3 1 10 0.35
0 2 0 3 5 0 0 4 0 1 2 0 0 0 0 6 0 0 3 0 0.12
7 0 21 4 9 0 1 4 0 0 6 1 6 13 13 6 3 1 0 2 0.39
0 26 0 10 0 26 0 0 36 49 37 0 18 15 41 0 36 12 141 0 0.6
4 14 0 1 3 0 2 1 0 3 8 0 3 0 15 3 2 0 0 10 0.3
0 1 1 0 0 0 0 0 5 0 0 0 2 0 1 0 1 2 6 0 0.09
2 1 0 0 0 0 0 0 1 4 0 0 3 4 3 1 0 1 0 1 0.1
3 0 1 0 2 20 10 20 1 0 18 6 0 6 0 0 1 0 5 1 0.32
0 34 8 8 0 0 101 0 0 9 35 4 0 0 0 34 0 5 98 34 0.47
2 2 2 0 3 0 2 1 2 2 2 2 0 0 4 0 0 0 2 0 0.13
0 11 2 8 0 0 2 0 0 3 19 4 2 9 0 4 5 3 5 0 0.33
0 8 4 13 8 7 0 3 7 0 10 2 0 6 0 0 0 3 3 8 0.39
21 0 0 31 51 0 39 0 133 14 56 46 0 0 0 0 0 5 42 0 0.47
28 0 19 24 9 0 51 33 31 0 32 35 0 0 12 0 12 22 0 10 0.64
2 6 2 0 2 4 0 3 0 1 0 0 0 1 5 0 1 1 0 1 0.14
0 0 0 5 4 4 4 3 3 3 0 0 0 1 1 4 0 0 0 0 0.16
0 0 0 18 0 17 18 5 0 0 2 10 3 4 0 0 0 0 9 0 0.31
0 2 1 1 6 0 0 0 5 0 0 0 0 0 0 0 0 0 2 0 0.08
4 0 0 2 4 0 0 2 5 1 0 0 0 0 2 0 0 3 0 0 0.11
4 0 5 22 0 23 32 0 0 22 0 0 14 44 47 0 0 51 0 41 0.49
0 0 3 1 3 2 3 2 2 2 6 5 0 0 0 0 5 1 4 0 0.19
0 0 53 12 0 34 32 66 0 41 32 26 40 0 8 0 0 34 26 0 0.59
0 4 0 0 0 4 1 0 0 1 0 0 0 0 0 0 0 2 5 6 0.11
0 25 84 52 34 0 0 0 40 0 31 0 0 39 33 18 0 43 0 0 0.5
0 17 0 0 29 33 10 95 0 0 59 41 33 0 9 15 27 0 0 111 0.59
2 3 0 6 1 0 13 3 3 14 3 5 24 5 23 6 1 12 12 0 0.48
2 0 1 0 0 10 1 0 0 14 3 12 8 2 2 1 17 0 0 0 0.3
0 14 41 32 37 19 21 28 21 57 1 19 37 8 0 0 0 0 6 0 0.62
5 0 0 0 6 5 5 0 0 8 2 0 0 0 7 6 7 8 9 8 0.38
0 2 0 0 0 2 2 0 3 1 4 0 0 0 0 6 0 2 0 2 0.12
14 3 12 9 1 3 0 6 5 0 0 11 24 2 22 2 2 4 0 2 0.44
4 0 0 13 11 0 5 14 6 0 6 0 18 12 10 1 2 0 10 5 0.49
0 1 0 0 0 0 0 0 0 4 3 3 0 4 0 1 1 1 0 0 0.09
1 0 21 1 0 2 0 19 0 2 23 1 18 2 18 17 6 2 6 6 0.44
10 0 6 0 8 14 0 6 16 5 0 6 1 9 2 1 9 0 3 0 0.43
4 2 0 2 0 0 0 0 0 1 0 0 0 0 3 5 4 2 0 1 0.12
0 13 3 0 1 8 0 0 0 2 0 2 2 1 0 10 18 0 0 9 0.29
12 23 4 7 8 5 1 0 2 11 0 5 6 6 13 0 16 11 6 10 0.59
7 3 5 14 0 7 10 1 7 5 0 0 0 0 2 18 9 3 0 3 0.41
2 3 6 16 0 3 6 11 0 0 7 0 15 0 4 0 0 3 0 1 0.32
13 5 9 3 2 0 2 2 0 0 11 4 14 1 11 2 6 1 11 3 0.45
54 0 0 0 51 0 24 24 31 50 36 0 0 50 0 37 40 39 58 0 0.6
3 3 3 3 10 6 0 2 5 2 1 8 2 14 0 24 0 24 0 3 0.4
0 0 0 69 32 1 18 0 4 0 0 0 27 0 40 0 31 6 0 8 0.39
13 42 0 21 10 23 91 41 0 0 51 0 0 0 0 0 31 0 15 89 0.55
8 3 3 3 0 8 0 5 11 7 0 0 0 3 0 12 14 12 0 1 0.4
23 25 0 0 0 0 0 20 0 31 31 0 0 0 47 0 45 20 0 0 0.4
4 3 6 4 0 0 0 2 3 1 3 5 0 0 0 4 1 0 3 0 0.19
0 21 0 0 47 0 33 24 0 19 0 25 6 39 0 39 0 39 42 42 0.58
7 2 3 7 12 0 4 4 0 3 10 0 3 3 6 3 0 1 5 0 0.35
0 87 14 18 0 39 0 21 0 31 47 32 6 50 0 14 44 0 11 0 0.63
34 17 35 2 4 13 0 36 75 0 47 45 0 10 7 14 0 49 31 39 0.71
0 3 14 14 13 0 2 6 1 6 21 13 4 5 23 1 8 1 2 0 0.49
14 0 19 22 4 23 0 0 0 0 75 1 34 0 22 46 27 0 11 0 0.52
0 0 60 31 0 0 25 34 0 0 18 25 40 0 32 0 0 30 16 0 0.5
0 8 14 2 2 20 4 6 6 1 1 0 0 0 2 0 21 0 0 2 0.32
0 14 1 4 0 0 3 4 0 23 9 6 0 12 1 0 2 5 2 22 0.38
6 0 1 0 0 0 0 4 6 3 2 0 0 0 0 6 1 0 1 0 0.15
1 0 0 4 5 2 1 3 0 0 2 6 0 0 1 5 5 0 0 0 0.17
3 0 5 4 0 0 0 0 0 2 0 3 0 0 0 0 0 0 2 2 0.1
0 0 0 0 0 0 4 0 0 2 0 0 0 0 2 0 3 0 0 0 0.05
5 1 0 44 0 0 10 0 0 39 32 0 37 0 4 28 8 0 0 0 0.39
0 0 0 4 0 6 1 7 0 0 4 6 0 0 2 1 3 1 0 1 0.18
11 20 1 14 8 12 7 0 0 12 22 2 1 3 12 2 8 2 19 0 0.57
36 49 0 0 48 45 20 35 50 97 15 0 43 43 40 22 2 0 0 51 0.71
45 0 48 5 0 57 36 154 0 0 1 26 31 0 0 0 33 0 35 30 0.53
33 0 0 3 0 40 0 48 54 3 0 6 0 0 0 0 0 34 45 0 0.35
86 20 0 40 0 0 25 0 0 0 7 0 0 48 50 0 0 30 31 0 0.43
1 7 3 9 0 0 7 2 0 9 0 11 2 2 3 5 7 0 1 0 0.34
1 0 0 1 2 10 0 1 6 0 0 2 10 7 0 0 0 3 0 9 0.26
0 0 0 0 0 0 0 0 5 0 0 6 0 0 0 0 0 0 0 0 0.05
2 0 1 3 2 6 0 3 7 11 2 1 0 5 0 0 0 5 3 3 0.26
0 1 0 2 6 3 1 0 1 0 0 0 5 2 0 4 1 0 1 0 0.13
0 0 0 0 0 3 0 1 0 0 0 3 2 0 0 0 2 0 2 0 0.06
0 7 5 6 6 8 13 0 5 6 2 18 0 0 4 3 12 0 4 6 0.45
0 13 0 35 26 23 2 0 36 39 3 0 22 31 84 5 10 91 0 3 0.61
0 133 0 22 8 31 40 0 2 36 0 0 0 34 0 42 40 0 22 0 0.5
0 0 0 11 0 0 0 0 5 51 0 34 48 1 37 5 0 125 17 49 0.45
0 4 9 6 1 6 0 5 10 13 16 0 1 11 0 16 0 1 14 4 0.48
