0 0 36 19 0 0 35 37 0 40 0 31 0 112 9 46 25 0 0.55
0 6 0 1 1 0 0 4 3 0 0 3 0 3 0 1 0 0 0.12
4 1 2 7 0 4 0 2 3 9 1 6 0 22 10 1 1 3 0.35
57 2 78 3 50 35 38 0 12 0 2 0 17 45 39 36 34 0 0.65
0 1 4 13 11 0 12 2 6 6 3 0 13 0 0 1 6 9 0.43
3 0 3 2 0 2 3 3 0 0 1 0 0 0 4 4 1 1 0.15
13 7 4 4 0 5 4 13 0 0 2 11 0 0 13 18 10 1 0.48
0 0 1 0 0 2 3 0 0 0 3 0 3 0 5 6 1 0 0.13
0 38 0 0 0 23 39 29 45 77 0 0 0 19 0 30 3 0 0.46
2 10 0 8 0 0 0 2 0 9 0 3 16 10 4 2 5 0 0.36
0 9 9 0 9 0 6 8 4 2 11 13 6 0 1 0 3 2 0.43
0 0 0 0 0 0 0 0 0 0 0 0 1 6 2 3 0 1 0.07
0 5 10 0 2 1 5 0 17 0 0 0 3 2 0 4 7 0 0.27
3 0 1 1 0 6 5 6 0 0 7 3 8 0 0 0 7 0 0.26
10 0 6 4 11 13 8 10 0 2 8 7 1 2 0 5 2 9 0.52
3 2 0 3 0 0 2 0 0 0 1 3 0 0 0 0 0 0 0.07
1 0 0 9 9 13 1 5 7 0 2 0 2 0 14 0 0 5 0.33
0 3 3 2 0 10 7 1 0 20 1 0 13 7 5 0 2 1 0.34
47 0 2 0 7 0 0 31 47 38 0 0 0 0 0 35 0 0 0.32
0 0 2 4 1 7 19 10 7 3 0 0 3 0 0 2 6 10 0.36
0 0 2 0 0 1 3 4 3 1 2 0 0 0 0 0 0 0 0.08
12 6 0 3 9 0 4 0 1 2 0 0 0 0 1 0 3 3 0.23
10 10 1 14 0 0 1 11 1 5 1 19 5 1 11 1 6 0 0.45
19 0 0 4 0 0 0 0 0 10 6 0 12 2 17 0 0 10 0.34
0 0 5 2 0 3 0 0 0 0 1 5 0 2 3 5 0 0 0.14
3 4 5 6 3 4 3 3 1 22 10 0 3 5 1 3 0 8 0.39
3 1 14 2 13 10 20 1 3 2 0 9 10 7 12 0 6 9 0.57
0 3 4 0 0 16 2 1 7 13 0 7 5 3 1 8 0 1 0.34
0 0 0 1 0 6 0 16 4 2 4 0 0 0 0 9 10 2 0.26
4 0 1 20 0 9 2 4 5 0 6 10 22 0 5 4 7 0 0.42
0 2 0 2 0 0 0 0 0 0 6 0 1 2 2 0 0 4 0.1
4 4 0 0 0 0 1 12 0 12 1 0 6 0 0 8 0 12 0.3
0 7 7 0 14 1 0 4 1 0 14 2 0 7 2 2 1 0 0.3
1 0 0 3 1 0 0 3 0 2 0 0 0 5 0 0 0 0 0.08
38 7 0 31 9 41 38 30 5 0 5 11 38 40 54 38 60 0 0.75
0 0 42 14 0 0 8 0 6 0 0 0 0 0 0 31 13 0 0.3
1 0 0 13 17 7 6 2 0 1 0 17 5 11 0 7 2 0 0.39
3 1 0 2 13 13 0 6 5 1 7 6 5 0 2 15 0 4 0.4
2 0 0 0 0 3 4 0 2 0 0 1 0 3 4 0 0 4 0.12
6 4 0 3 1 0 1 0 1 0 0 3 0 0 0 0 0 1 0.11
0 0 6 0 2 0 0 4 0 1 0 4 0 0 0 0 1 0 0.1
1 3 0 0 0 4 0 0 0 0 5 1 0 0 0 0 0 0 0.07
0 37 0 0 0 3 41 0 49 0 16 56 37 34 69 1 0 0 0.46
9 33 39 39 0 44 46 17 24 41 45 14 87 0 35 106 0 0 0.77
15 148 45 41 45 39 0 14 59 0 0 0 0 25 4 14 0 0 0.57
0 35 21 0 155 47 0 55 35 0 34 2 0 45 45 18 10 15 0.67
0 25 33 0 0 42 35 0 0 0 88 34 32 0 12 0 0 0 0.44
5 0 3 0 0 0 2 0 2 0 0 0 0 0 0 0 3 0 0.08
1 0 4 0 0 1 0 0 3 1 0 0 3 6 1 6 4 0 0.16
3 0 0 3 0 0 2 0 3 4 0 1 0 0 1 0 1 2 0.11
1 4 9 8 20 2 6 8 0 0 1 0 5 17 0 0 9 4 0.42
31 37 43 0 39 0 8 10 0 70 27 12 0 22 31 36 0 39 0.71
0 0 0 0 1 0 0 1 4 0 0 0 0 4 5 0 3 0 0.1
13 5 9 0 5 0 10 9 1 0 0 1 2 0 0 0 5 0 0.31
15 56 55 32 31 136 36 48 16 31 48 32 104 0 0 37 0 0 0.77
0 34 55 35 17 1 0 19 0 31 0 0 30 52 0 36 41 25 0.61
3 12 0 0 0 13 0 0 4 0 0 5 0 0 9 1 0 0 0.23
0 0 0 0 0 2 0 13 0 18 0 0 51 59 0 18 0 55 0.34
0 0 4 10 18 14 2 0 1 7 5 0 8 1 11 14 0 0 0.43
0 0 9 4 3 0 2 10 0 9 8 3 0 12 12 0 6 0 0.41
0 1 0 8 3 8 6 1 0 0 2 4 9 21 0 9 2 1 0.35
0 4 7 0 0 4 5 4 0 0 0 3 14 1 3 15 0 9 0.33
3 0 3 0 9 2 1 10 9 0 0 20 9 0 24 6 7 0 0.43
0 6 6 8 0 4 1 13 1 6 3 5 23 0 1 1 0 0 0.34
0 0 0 0 0 1 0 3 0 0 0 0 0 0 3 0 0 6 0.07
0 3 9 0 0 7 0 16 1 19 0 0 14 2 2 8 3 4 0.38
1 2 1 11 0 3 0 3 14 5 0 7 5 7 2 5 0 1 0.34
0 0 34 48 35 47 16 0 19 3 44 21 0 0 11 28 0 25 0.62
5 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 3 0.07
0 1 0 0 0 0 0 0 0 16 12 0 9 0 8 0 0 2 0.22
0 0 0 7 0 3 2 9 7 0 0 3 0 13 0 0 10 5 0.31
0 0 44 15 0 29 47 0 0 0 0 60 0 12 0 35 23 20 0.5
2 0 0 0 5 0 10 5 7 7 1 9 0 0 9 1 1 2 0.32
3 2 7 4 9 10 7 11 8 3 0 5 14 9 4 0 3 2 0.53
2 1 0 0 0 0 0 2 0 4 0 2 1 0 1 3 6 3 0.13
14 11 3 4 2 3 0 9 9 3 3 12 14 18 2 1 0 0 0.49
0 0 31 10 0 0 0 32 0 0 0 0 31 44 0 0 0 33 0.33
4 5 7 2 0 0 8 5 1 3 1 10 3 1 0 6 5 17 0.39
12 2 6 0 1 10 7 0 9 1 3 4 0 1 3 15 4 1 0.39
0 10 7 0 7 2 3 2 0 0 0 3 19 17 0 11 10 0 0.41
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0.01
8 1 0 0 7 3 3 0 3 12 2 6 0 0 10 5 0 6 0.35
8 3 11 4 1 0 9 0 0 0 2 0 5 0 1 2 0 0 0.25
0 0 35 148 16 0 0 48 0 40 43 34 0 71 0 25 43 33 0.61
0 1 1 6 17 0 0 2 0 0 5 16 13 0 0 4 0 3 0.28
1 2 10 1 3 3 8 0 2 1 1 2 0 4 2 1 0 16 0.28
19 0 14 3 0 0 5 0 0 9 2 0 10 1 0 1 1 0 0.28
0 0 1 0 3 0 2 0 0 0 0 0 3 2 2 0 1 0 0.07
0 8 6 2 9 7 0 2 20 1 4 18 17 20 0 3 6 2 0.5
5 6 5 2 0 6 9 11 20 21 3 0 3 0 10 0 2 2 0.46
14 4 0 2 3 2 2 4 0 6 2 6 0 0 0 0 0 11 0.28
43 33 35 0 0 10 10 104 27 0 0 13 73 25 39 44 0 44 0.72
5 0 0 0 0 5 0 9 0 1 0 0 5 0 10 7 2 2 0.25
0 0 4 0 3 0 0 0 0 2 0 0 0 0 1 0 0 0 0.05
0 47 19 30 0 0 0 0 1 0 34 0 0 0 33 44 124 16 0.45
1 0 11 0 3 2 0 1 0 0 11 0 1 9 0 11 1 0 0.26
8 0 0 2 0 13 10 1 16 0 3 2 6 0 10 2 0 12 0.41
1 0 0 1 0 3 2 0 4 3 2 0 1 0 1 0 0 3 0.11
3 0 1 0 0 2 0 0 2 3 0 0 2 1 10 5 3 3 0.19
10 9 5 7 0 0 1 10 7 0 0 9 7 1 2 0 2 12 0.44
3 0 1 0 0 0 3 1 0 3 0 0 1 0 0 0 0 0 0.06
3 0 5 0 12 0 0 1 5 6 7 3 8 0 3 1 1 10 0.34
3 0 3 0 10 4 0 9 9 0 0 12 1 0 3 0 6 0 0.32
0 0 38 31 0 45 0 26 0 45 13 0 32 136 0 27 2 2 0.52
14 2 15 0 2 10 3 0 3 14 5 15 22 3 7 0 9 6 0.55
24 4 0 5 3 5 1 2 9 3 15 0 0 3 4 2 5 4 0.38
1 1 0 0 3 6 3 6 7 3 5 0 0 0 0 0 5 2 0.23
24 3 0 1 5 0 2 1 6 0 10 14 0 2 0 7 0 1 0.32
2 0 0 8 0 0 0 2 9 10 19 0 3 1 5 0 4 0 0.3
1 3 4 0 0 3 2 4 1 5 0 2 0 0 0 0 0 2 0.15
0 31 0 0 38 7 0 0 32 0 45 0 0 5 0 35 142 48 0.45
0 0 3 0 2 3 0 4 1 0 0 0 5 1 1 0 0 0 0.11
39 44 36 0 32 6 95 23 9 0 0 0 0 0 0 27 16 32 0.58
0 2 0 5 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0.06
3 0 0 10 0 0 2 2 0 12 0 0 8 0 2 0 1 2 0.22
1 0 1 0 6 2 0 3 0 0 0 0 0 1 5 0 0 0 0.1
0 37 41 73 2 0 0 0 35 0 0 0 23 2 0 38 4 41 0.43
0 0 0 0 0 6 8 0 2 11 0 3 0 1 3 0 7 3 0.23
0 35 0 12 4 0 38 31 0 0 6 0 37 24 46 32 0 0 0.5
50 4 0 6 0 0 0 0 2 31 25 36 0 0 41 0 44 0 0.4
3 1 2 0 0 3 0 0 0 0 7 0 1 0 0 3 0 0 0.11
0 1 0 0 0 3 0 4 6 1 18 7 0 6 2 1 6 9 0.31
3 9 11 0 1 10 13 11 0 8 2 13 3 13 18 14 4 13 0.66
4 0 3 2 2 6 3 17 2 3 8 24 10 2 3 3 2 0 0.4
6 2 0 13 0 0 0 9 8 7 0 8 0 0 1 0 0 0 0.28
62 27 0 53 37 37 0 0 0 47 0 0 35 47 0 18 13 48 0.61
82 10 0 0 34 0 42 0 29 0 3 0 0 15 70 17 7 42 0.55
0 2 10 5 2 0 0 3 8 1 3 4 2 2 0 12 22 3 0.36
0 39 0 0 41 0 0 43 0 49 0 0 0 0 0 98 42 58 0.38
17 0 0 0 0 0 0 42 23 0 0 49 70 39 22 0 0 110 0.44
16 38 13 26 0 26 0 48 34 0 0 0 33 31 0 0 20 44 0.61
44 40 143 0 38 0 7 7 0 21 18 0 25 22 0 3 1 0 0.54
0 0 0 0 0 2 0 5 3 1 0 4 0 0 0 2 0 3 0.11
16 0 17 0 3 0 6 2 0 0 2 1 0 2 18 0 4 2 0.28
36 0 19 0 31 0 0 0 160 17 0 0 52 0 3 0 11 53 0.46
2 6 6 0 0 3 6 0 2 2 12 1 1 5 2 0 1 2 0.27
41 24 11 0 0 3 40 38 0 38 27 34 17 0 6 48 21 0 0.66
0 0 5 0 0 5 11 0 0 0 11 12 4 2 1 0 0 10 0.31
1 5 3 2 0 1 2 0 0 2 6 0 3 1 0 3 3 0 0.17
0 0 4 1 20 22 3 0 3 1 1 0 5 10 1 5 1 0 0.3
0 7 0 5 0 9 0 0 0 0 9 5 3 10 1 6 0 0 0.3
0 3 0 0 0 2 0 0 4 0 0 1 1 2 0 0 3 0 0.08
2 0 0 1 0 3 0 0 0 1 0 4 2 0 0 4 0 1 0.1
0 0 3 0 0 2 0 0 0 3 0 0 0 0 2 6 0 4 0.11
6 0 2 0 3 3 0 13 13 8 0 7 12 0 3 3 0 3 0.37
40 0 0 13 0 0 32 35 0 41 0 41 41 0 0 17 34 38 0.55
3 2 3 0 5 0 0 0 0 0 0 0 0 0 1 2 1 0 0.09
47 32 0 35 22 0 0 2 36 0 37 36 46 32 0 51 31 36 0.67
0 4 14 2 4 23 6 5 1 9 3 6 0 8 6 5 2 6 0.48
3 0 3 0 1 0 0 0 0 0 0 1 0 0 0 0 3 3 0.07
0 1 6 0 0 0 0 0 0 0 3 0 11 7 14 1 0 7 0.25
0 3 0 0 0 2 0 0 0 0 5 0 4 0 0 0 0 0 0.07
