0 18 0 9 6 0 16 10 10 19 1 0 2 2 1 0 0 0 0 0 2 9 9 3 0 17 2 0 0 0 0 3 23 3 17 0 3 20 6 9 8 4 0.4
14 6 2 4 2 1 0 0 1 1 0 0 0 10 0 6 0 1 1 3 3 3 4 1 6 0 13 7 3 7 10 0 6 5 3 0 5 0 4 6 1 12 0.33
0 0 4 1 8 1 0 6 0 8 23 6 1 6 7 2 3 0 0 4 2 10 0 6 4 4 2 0 5 0 0 0 0 0 8 13 6 3 0 0 3 0 0.3
41 34 35 34 35 0 42 25 30 59 0 15 27 0 0 0 0 24 4 51 0 0 41 0 0 30 24 45 0 50 0 9 0 2 11 43 0 45 0 0 0 34 0.55
1 0 7 0 0 0 7 0 17 3 2 0 0 11 10 2 8 2 2 0 13 1 0 1 0 8 14 10 0 2 7 0 3 1 9 14 0 0 11 5 2 0 0.36
6 0 2 0 0 13 2 0 0 0 5 16 0 0 5 8 0 7 0 11 3 7 0 8 0 0 9 6 0 0 8 3 0 5 7 0 8 0 1 5 2 0 0.32
32 78 35 0 0 6 33 0 0 27 0 13 44 27 15 10 0 0 12 0 17 32 21 3 3 8 108 0 0 0 28 42 37 0 22 56 33 2 39 34 0 0 0.6
4 3 0 3 0 3 0 0 0 0 0 0 3 0 5 0 0 0 0 0 0 0 0 4 0 2 1 0 2 0 0 0 0 0 0 0 3 0 0 0 0 1 0.08
3 0 3 1 6 12 0 0 0 8 9 0 0 9 0 0 9 3 0 6 1 0 0 4 0 1 10 7 0 0 1 13 14 0 2 2 0 6 0 7 0 2 0.3
44 6 0 38 63 0 20 81 2 46 0 0 8 37 0 19 16 31 13 35 0 0 0 0 38 20 39 0 27 39 0 0 0 0 0 41 0 0 3 0 41 16 0.52
0 1 0 17 17 0 0 0 0 8 3 0 8 4 1 0 0 15 0 0 0 0 7 0 0 0 0 11 2 2 2 1 8 1 0 0 10 1 8 0 0 1 0.25
0 0 6 0 23 0 4 2 9 22 6 3 3 5 0 13 3 7 7 0 3 0 0 12 4 4 3 19 23 0 5 0 0 4 3 8 7 14 10 4 4 3 0.44
11 0 58 0 0 0 25 43 0 39 25 35 100 0 0 0 0 0 0 39 39 21 8 42 0 31 0 0 32 29 0 0 0 0 0 11 0 93 0 0 16 44 0.47
0 1 0 3 2 0 3 0 2 2 0 5 0 0 5 1 0 0 2 0 0 3 0 1 0 0 2 2 0 4 3 2 0 2 0 1 0 0 5 0 0 0 0.12
0 0 0 47 33 0 1 5 0 0 26 0 0 0 13 54 133 32 0 0 20 0 0 5 0 0 35 1 50 0 0 53 13 22 97 28 33 0 0 22 0 0 0.43
0 0 0 0 49 41 0 35 28 0 22 0 39 0 31 0 80 9 76 0 28 39 0 0 40 21 0 4 11 0 0 18 43 0 0 10 1 8 40 0 71 0 0.5
0 0 2 4 0 2 0 0 0 0 0 0 1 0 0 0 6 6 0 0 3 0 0 4 0 2 0 3 1 6 0 0 3 1 2 3 0 5 0 0 0 0 0.12
0 3 1 0 0 6 0 1 0 1 0 2 1 1 0 3 1 5 0 0 0 0 5 2 1 1 0 0 0 5 2 3 3 4 1 0 2 2 0 3 6 0 0.15
5 18 0 8 19 2 0 0 2 2 6 2 2 2 6 22 12 0 5 10 4 3 0 0 0 8 3 0 3 0 1 0 3 0 0 0 0 0 8 2 0 0 0.3
0 2 33 126 0 0 39 0 0 16 0 34 32 31 32 32 12 0 32 0 37 0 14 22 35 0 5 50 13 37 0 68 48 44 11 13 32 43 38 0 112 0 0.65
3 0 2 1 5 1 2 4 0 6 0 0 3 2 2 2 0 0 0 1 0 3 0 0 0 0 0 0 0 6 2 0 4 2 0 3 0 3 0 5 6 0 0.16
6 0 0 3 0 2 1 0 2 0 0 0 4 2 1 1 0 2 4 0 0 3 0 4 0 0 0 2 0 0 0 5 0 0 3 1 0 1 6 0 2 0 0.13
42 0 0 8 31 40 0 40 34 0 16 10 0 0 15 58 15 50 0 123 11 20 31 0 0 0 19 0 41 0 0 43 17 0 0 31 17 45 0 41 34 30 0.61
31 0 26 0 39 0 0 38 15 45 0 34 0 39 134 64 8 26 13 0 78 14 0 0 0 20 0 32 0 43 46 0 0 0 0 0 74 0 35 51 11 0 0.54
20 9 51 0 42 0 13 7 0 3 6 0 34 6 0 0 16 18 30 0 42 36 7 7 5 14 0 0 40 0 8 0 3 0 31 38 0 31 43 0 0 0 0.52
14 9 0 1 3 0 8 2 4 16 4 1 16 0 4 4 2 3 5 15 4 6 8 0 1 4 2 3 24 2 3 13 11 1 5 6 7 1 1 1 2 4 0.43
2 1 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 4 0 0 0 0 0 0 4 3 4 1 0 1 3 0 0 1 0 4 3 3 3 0 0 1 0.1
12 4 21 0 10 3 12 0 6 14 9 0 3 3 20 5 0 1 0 1 10 16 0 5 6 2 6 4 4 0 0 12 4 14 1 6 7 2 7 6 0 3 0.47
0 0 0 3 4 0 16 0 8 2 0 16 0 0 0 0 3 0 18 3 0 0 8 15 11 0 6 4 4 19 1 3 14 6 3 0 1 1 7 0 0 15 0.35
0 0 100 34 29 0 0 0 24 0 0 0 0 0 8 0 0 0 0 34 37 0 48 21 20 32 0 84 76 0 0 0 5 28 0 23 19 0 60 0 0 0 0.41
1 0 0 0 0 0 0 0 2 0 0 4 0 5 0 0 0 3 0 3 1 0 0 0 1 0 0 4 1 1 2 0 0 0 0 0 0 0 0 3 4 2 0.08
14 3 0 0 0 0 0 12 0 0 2 1 13 2 2 0 0 2 0 0 2 6 2 3 2 3 0 4 0 2 16 1 8 0 1 4 1 0 6 12 0 3 0.26
0 17 0 0 31 35 0 31 0 0 12 0 0 13 0 0 0 20 50 0 0 0 32 0 35 0 40 17 38 0 40 37 10 0 0 0 16 0 0 30 10 21 0.47
2 0 0 0 5 10 0 4 6 3 0 0 0 1 8 3 15 2 0 2 5 3 2 0 0 0 0 0 3 0 0 0 0 2 10 12 0 0 0 12 10 1 0.26
0 0 17 0 4 9 9 18 1 0 4 2 9 0 4 1 1 2 0 4 0 3 7 6 1 10 0 0 1 0 12 12 13 5 3 7 0 3 2 1 3 3 0.36
0 0 0 0 1 0 0 2 0 2 0 0 1 0 0 0 0 4 0 2 2 4 2 0 2 6 0 0 1 0 0 2 1 1 0 0 0 0 3 1 0 0 0.08
7 0 0 4 2 1 0 1 1 19 0 0 0 0 0 0 0 3 10 3 1 0 6 1 0 0 8 0 0 0 10 0 0 1 0 0 17 10 4 12 0 0 0.24
3 0 0 0 3 0 2 0 0 4 1 2 0 0 0 2 0 2 2 0 0 4 2 0 0 4 2 0 0 0 0 0 2 0 0 1 2 6 2 3 0 0 0.11
6 0 0 2 8 16 0 3 6 2 0 24 0 0 12 2 2 7 0 2 8 7 6 0 3 10 0 11 23 3 2 2 0 5 0 0 0 2 8 6 0 7 0.37
0 1 0 2 0 0 0 2 3 1 3 3 1 0 0 0 0 0 0 0 0 2 4 5 2 2 0 1 0 2 0 4 0 2 2 2 0 0 1 0 0 0 0.1
0 4 3 0 0 4 3 0 0 6 2 3 0 0 0 4 0 0 0 0 0 5 0 5 4 2 0 0 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0.11
18 7 8 12 0 0 10 3 3 0 12 13 3 0 3 0 13 8 0 13 0 17 3 12 2 8 3 0 0 8 9 14 14 6 3 3 13 2 10 11 15 0 0.55
3 3 2 9 0 14 1 0 2 10 5 0 4 0 0 4 5 2 2 0 14 4 5 1 1 0 3 0 3 17 21 3 1 9 17 9 3 4 15 3 6 0 0.39
6 1 1 5 7 3 1 0 3 24 10 1 0 2 1 23 16 6 10 1 4 10 3 2 2 2 3 0 6 9 9 0 2 7 7 3 7 3 1 9 6 6 0.45
16 0 43 37 40 18 0 46 34 0 0 55 0 0 0 19 6 51 34 9 14 8 10 17 89 26 38 1 9 0 0 30 11 0 46 7 7 44 0 0 3 23 0.64
0 12 0 0 22 0 0 38 0 48 59 12 98 40 8 60 41 10 8 11 0 7 27 25 32 0 0 38 37 0 0 0 39 26 3 0 0 0 0 4 7 9 0.56
8 23 33 35 29 0 31 6 48 0 0 37 136 0 8 0 0 31 0 0 4 4 0 36 0 28 39 50 32 0 31 44 21 49 0 39 44 79 34 15 0 42 0.64
0 0 0 0 7 0 1 5 13 10 0 0 12 2 1 0 3 2 1 9 0 6 0 3 0 3 8 1 0 1 0 12 0 0 1 0 0 1 7 0 6 8 0.27
0 7 0 0 1 0 12 11 9 8 16 3 3 0 3 0 2 2 0 4 6 0 2 0 0 0 6 0 0 0 0 3 4 0 0 0 2 0 0 0 13 17 0.27
0 0 2 1 0 0 0 3 3 0 0 0 0 3 6 0 0 4 0 0 1 4 2 0 0 0 0 0 0 0 0 0 0 0 0 4 3 0 0 0 0 0 0.08
34 33 25 0 5 38 38 24 4 18 13 0 32 0 40 11 1 0 51 0 0 21 9 0 7 39 18 34 1 0 0 0 0 39 34 41 0 19 14 17 0 48 0.61
0 0 4 19 7 0 3 0 3 1 0 7 0 0 13 6 0 3 6 2 10 11 11 0 0 0 4 0 2 0 7 6 2 0 0 2 4 10 1 0 0 7 0.32
19 3 0 8 21 0 3 0 6 0 0 0 17 9 0 0 3 4 0 0 0 2 5 0 8 6 0 0 0 9 2 0 6 7 1 8 6 21 6 7 3 1 0.36
0 0 2 2 2 5 0 0 0 4 0 0 0 0 0 4 0 1 3 0 4 0 4 4 0 2 0 0 0 2 4 3 0 0 2 2 4 0 4 0 2 4 0.15
1 1 0 0 3 0 2 0 2 6 0 0 0 3 0 2 0 3 0 0 2 0 0 0 0 0 6 0 0 0 2 0 0 0 3 0 3 0 0 4 3 0 0.1
0 0 3 2 3 3 3 5 5 3 0 3 3 4 4 0 0 0 10 1 10 17 18 2 8 2 7 9 5 12 4 12 3 7 3 5 6 13 5 8 1 0 0.44
0 1 0 0 3 6 4 0 0 1 0 0 1 2 3 2 0 1 0 0 2 4 1 3 0 2 0 0 0 0 0 3 0 0 3 0 4 2 0 2 3 0 0.12
0 76 0 0 0 37 2 0 56 0 0 49 7 0 36 34 24 14 0 41 0 21 46 26 0 0 48 14 20 0 40 0 0 10 99 0 27 26 0 0 0 0 0.49
8 13 0 0 0 2 0 0 8 3 13 0 5 4 3 1 8 3 2 2 16 21 0 21 7 2 0 1 6 6 6 9 0 2 12 2 11 1 3 5 5 0 0.41
0 17 59 0 78 74 44 25 49 0 0 155 36 19 1 18 0 35 17 104 31 32 25 21 41 39 0 4 0 32 40 11 0 0 0 24 11 24 0 31 34 0 0.67
0 6 7 11 0 10 6 0 1 0 6 3 0 2 0 0 1 8 1 2 1 1 7 11 6 0 9 15 2 3 1 0 1 8 0 2 2 6 3 1 5 0 0.33
29 31 55 0 13 34 0 0 0 6 0 0 0 50 6 36 0 81 0 23 35 27 0 40 0 1 0 30 0 0 45 9 20 0 0 72 19 45 98 0 0 47 0.52
34 2 117 0 0 0 61 35 0 0 32 4 0 0 19 9 31 2 34 3 0 42 42 0 0 37 13 8 0 32 0 0 16 0 26 3 0 35 0 0 34 18 0.5
15 6 7 2 1 0 0 7 1 0 10 0 1 11 0 13 11 0 8 0 0 1 0 14 4 3 1 7 8 3 1 0 3 0 0 1 0 0 0 0 6 3 0.31
0 3 0 2 0 0 3 3 0 0 1 0 0 0 2 0 6 0 0 0 0 4 1 0 0 1 0 0 2 0 2 3 4 2 2 0 0 0 2 2 3 0 0.11
1 5 11 0 4 2 5 1 0 4 19 0 2 1 3 0 3 7 13 4 0 3 0 1 0 0 9 1 2 2 0 1 0 0 6 1 9 0 0 11 0 6 0.29
0 0 1 0 0 2 3 2 1 5 1 2 0 5 0 0 0 3 0 4 0 6 0 0 0 2 0 0 4 0 0 2 4 0 3 1 0 0 0 1 4 3 0.14
7 0 0 3 7 0 3 7 2 5 0 7 12 7 1 0 0 3 2 2 4 0 2 2 0 0 16 4 3 0 3 0 0 0 4 0 0 8 0 4 0 14 0.28
0 20 9 4 4 0 1 1 6 0 2 0 22 5 0 6 3 6 2 8 6 15 2 4 16 3 2 14 1 2 17 3 9 6 9 9 3 0 19 4 12 0 0.47
0 2 6 0 2 0 4 0 2 0 0 3 0 0 0 0 0 0 0 0 4 5 0 0 1 0 0 0 3 2 1 0 1 1 0 1 0 6 3 0 3 0 0.11
1 0 2 5 0 15 1 5 5 0 3 1 0 0 7 0 12 11 1 0 4 4 0 4 6 8 3 1 0 0 7 12 0 10 0 4 7 3 2 11 0 1 0.34
15 2 2 3 0 1 6 0 2 23 4 1 12 3 0 0 0 3 9 1 13 0 0 0 1 1 10 6 5 7 10 2 0 0 0 1 18 1 1 0 2 0 0.31
0 3 0 0 0 9 6 8 7 3 5 0 3 15 3 2 0 1 2 22 3 14 0 10 2 2 3 0 0 2 0 10 3 9 4 2 0 0 5 23 17 6 0.38
3 0 0 0 0 0 0 0 6 0 0 0 1 0 0 2 2 0 0 6 0 0 0 0 0 0 1 3 2 4 2 0 0 0 0 0 3 4 0 0 3 3 0.1
3 4 0 0 3 1 4 2 2 0 0 3 0 4 4 0 0 0 0 2 0 0 0 0 1 0 3 4 0 2 0 0 1 0 0 3 0 0 0 0 0 0 0.1
16 0 3 7 0 16 0 9 9 0 0 6 0 17 0 3 3 0 0 0 5 0 0 0 3 1 4 1 4 2 0 6 2 9 8 1 0 8 4 0 0 0 0.3
11 46 44 22 32 134 18 0 0 0 0 1 6 1 34 33 29 3 8 15 18 8 13 0 0 0 0 42 34 49 4 35 35 32 0 2 42 36 0 48 0 15 0.62
0 1 0 0 0 0 1 0 0 0 3 0 0 0 0 0 4 1 4 0 0 0 0 0 0 0 3 2 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0.05
2 5 2 1 4 0 5 0 2 6 0 3 1 0 0 0 1 0 0 0 3 0 0 5 2 0 0 0 2 2 4 0 3 1 3 0 0 1 0 0 0 0 0.13
0 3 1 1 10 6 1 4 14 0 0 14 11 0 3 2 0 4 0 0 6 0 12 11 2 0 0 0 0 1 0 12 0 9 9 0 0 11 8 7 13 9 0.39
5 0 3 0 0 0 0 3 3 4 0 0 3 0 3 1 0 0 3 0 0 6 0 2 6 0 3 0 0 0 5 3 0 0 0 0 0 0 0 3 0 0 0.13
12 8 9 19 0 0 0 0 8 0 1 10 9 19 2 17 10 2 8 4 1 13 13 13 0 8 0 19 0 13 0 13 6 9 0 0 8 1 0 11 6 6 0.53
6 5 5 2 10 9 5 6 1 2 3 5 5 0 15 0 0 24 0 0 1 3 5 0 1 6 0 2 1 2 9 1 9 2 14 1 20 0 2 9 17 11 0.42
3 2 0 0 0 3 3 1 0 0 0 0 5 0 0 0 0 0 2 0 3 0 2 1 0 0 3 0 0 0 0 0 2 0 6 0 1 0 0 0 2 0 0.09
0 31 0 31 32 34 0 42 46 38 51 0 3 23 42 48 10 26 50 33 3 0 9 0 93 0 6 35 10 70 74 0 34 0 44 0 0 0 117 0 40 41 0.64
13 6 6 2 14 2 3 6 1 0 12 2 9 22 3 8 7 3 2 14 6 6 4 0 11 7 0 0 0 3 0 6 0 6 3 12 9 4 3 1 1 20 0.47
0 6 5 3 10 3 4 0 0 4 11 23 2 0 0 0 1 7 4 4 0 1 1 7 0 3 0 0 0 0 3 3 13 0 4 5 0 2 6 6 11 5 0.33
0 2 0 3 6 0 0 2 3 0 2 0 0 0 0 0 0 3 0 0 1 1 1 0 0 4 3 0 0 0 3 0 1 0 2 1 0 0 0 0 2 3 0.1
10 0 0 2 0 0 0 2 0 0 2 0 0 19 0 4 0 12 11 12 5 0 3 0 9 3 0 0 0 0 2 0 0 1 7 0 9 0 7 0 0 4 0.26
0 0 2 0 3 0 0 2 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 1 4 0 1 0 0 2 3 4 0 0 0 0 0 0 0 0 3 0 0.06
0 2 0 1 0 0 0 0 0 2 0 1 0 0 0 3 2 1 3 0 0 3 5 0 2 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 1 0 0.07
11 6 7 0 15 3 12 2 2 1 0 18 2 10 0 0 9 1 2 0 6 8 10 8 0 1 0 14 0 11 11 6 0 3 0 6 17 9 0 0 12 1 0.45
