5 1 0 0 6 3 8 1 2 0 17 8 4 1 9 8 4 24 0 0.42
4 0 0 3 0 0 2 0 0 5 0 1 0 0 0 0 0 0 1 0.08
0 0 2 1 0 0 2 0 0 0 3 4 1 0 0 5 0 1 6 0.13
3 2 0 1 0 2 9 0 0 3 6 18 0 4 2 2 7 2 5 0.3
1 6 7 6 5 1 1 2 9 10 0 6 0 21 3 1 0 20 0 0.41
9 1 0 5 2 6 3 18 7 3 4 13 1 2 3 0 9 5 2 0.43
7 0 1 0 0 18 0 6 1 2 3 0 0 13 0 1 8 3 17 0.32
0 1 0 11 0 0 4 8 0 0 0 0 0 0 0 0 2 0 2 0.14
0 0 6 0 5 1 4 5 3 0 0 0 0 0 3 1 0 0 1 0.15
0 0 21 0 0 0 0 36 84 50 11 0 0 38 0 0 46 49 0 0.42
2 0 3 0 0 1 0 0 0 0 0 4 1 5 0 0 0 0 0 0.08
0 4 5 5 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0.09
0 40 0 40 18 34 73 38 52 36 53 0 0 0 0 0 0 35 0 0.52
0 5 3 4 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0.08
1 11 0 9 17 3 4 0 7 0 17 0 10 3 6 1 8 2 0 0.44
0 0 0 1 0 0 1 2 0 3 6 0 2 0 0 0 0 0 4 0.1
4 1 0 2 6 0 0 4 4 2 0 0 2 0 0 1 0 3 0 0.15
4 2 1 0 4 0 0 0 0 0 0 1 4 0 4 0 2 0 2 0.12
0 22 4 6 11 2 10 17 23 5 16 1 3 11 0 0 6 9 14 0.61
3 8 6 0 2 0 2 8 2 5 0 5 3 1 3 2 9 0 8 0.35
4 5 0 11 18 0 0 9 5 2 0 7 11 2 3 8 0 1 2 0.41
0 6 0 2 2 1 0 0 0 0 0 0 0 3 0 3 0 0 0 0.08
0 0 39 0 51 10 25 17 38 16 0 50 0 24 0 39 33 0 35 0.63
0 0 0 6 0 0 0 2 3 3 0 0 3 0 0 0 0 0 0 0.08
0 3 0 0 0 3 3 0 1 1 0 0 7 7 3 3 3 0 4 0.19
0 2 3 9 12 0 0 1 5 3 9 1 0 2 1 0 15 2 3 0.32
8 4 3 0 1 4 0 0 0 14 0 0 5 0 0 0 10 2 6 0.27
0 0 0 1 1 0 2 0 0 0 1 0 0 4 1 0 0 0 0 0.05
0 0 1 3 1 3 0 3 0 3 3 0 0 0 3 1 0 0 0 0.11
0 2 0 0 3 2 4 0 3 0 0 3 6 0 0 1 0 4 0 0.14
0 1 0 0 0 0 0 0 0 0 0 0 4 0 4 0 4 4 0 0.08
1 3 0 0 0 0 0 0 0 2 0 0 0 0 4 3 3 3 1 0.1
0 5 1 10 1 0 2 7 1 6 0 8 0 3 4 4 13 3 14 0.39
0 0 3 5 0 0 0 3 0 2 0 0 0 0 3 3 2 3 0 0.12
6 32 0 16 24 45 0 2 4 0 0 20 0 0 40 0 43 39 6 0.51
25 6 29 0 35 7 5 0 0 0 9 154 33 53 0 0 0 0 0 0.45
18 2 0 0 6 12 24 6 2 10 15 0 0 0 13 7 2 2 0 0.45
1 4 0 0 1 0 0 2 0 0 1 0 6 3 1 0 0 0 0 0.1
0 4 0 0 0 0 2 2 2 0 0 2 4 4 2 0 5 0 0 0.14
0 33 19 0 0 0 30 0 30 0 0 38 2 0 22 39 0 0 52 0.43
0 0 8 0 4 0 0 1 2 0 0 5 10 10 0 0 0 1 7 0.25
0 0 3 0 3 2 0 3 2 1 0 0 0 2 0 0 0 0 0 0.08
5 25 0 25 0 47 40 6 0 0 30 148 0 0 51 0 31 0 16 0.53
1 0 0 13 0 9 9 1 5 1 7 0 0 1 14 5 0 19 16 0.41
3 0 0 4 0 0 0 4 3 0 0 1 0 4 0 0 0 2 3 0.12
3 3 3 0 12 3 2 8 5 2 3 2 13 0 3 3 16 0 5 0.39
0 12 7 19 3 0 3 0 5 9 2 2 3 4 4 11 13 14 0 0.48
8 0 3 1 0 6 0 0 9 3 0 0 11 6 0 2 0 2 14 0.31
0 7 0 5 1 1 0 3 18 18 17 0 11 1 0 3 0 16 8 0.41
3 3 2 0 14 13 3 6 9 0 0 8 0 0 6 15 1 6 10 0.45
0 3 0 0 0 0 0 0 4 0 0 1 0 0 0 0 1 0 1 0.05
4 36 5 0 59 5 35 0 0 25 0 0 0 28 94 0 11 31 17 0.54
2 0 0 4 2 0 0 0 0 4 3 0 0 0 0 0 0 0 0 0.07
0 0 44 18 35 0 44 0 19 29 50 0 17 0 0 46 14 50 46 0.63
0 12 1 0 0 0 1 2 3 0 9 0 0 13 0 16 2 10 2 0.31
0 4 10 1 4 0 10 0 0 0 0 0 0 0 2 0 0 1 0 0.16
16 3 2 0 13 0 0 4 1 2 2 3 2 2 2 9 0 14 5 0.35
0 12 0 0 0 1 0 3 0 0 5 7 2 14 1 0 17 0 0 0.25
0 0 5 0 8 20 11 2 22 13 4 0 2 3 21 9 1 8 10 0.53
0 0 12 0 0 0 2 7 0 0 0 0 0 0 0 7 15 4 0 0.21
17 6 0 27 40 35 0 0 0 14 39 27 30 29 33 44 33 52 2 0.72
32 0 0 16 0 33 38 0 9 0 12 15 6 0 0 41 0 29 0 0.5
0 0 0 0 0 1 0 0 5 2 0 1 0 0 3 0 4 0 0 0.08
3 3 2 0 0 1 0 6 2 0 0 0 0 2 0 3 0 4 0 0.13
0 2 0 0 1 0 5 0 0 0 2 0 0 6 0 0 0 0 4 0.1
15 0 5 16 2 2 16 2 0 13 1 0 5 0 0 3 4 4 10 0.41
5 3 19 5 8 0 0 2 0 16 0 4 3 0 0 0 0 1 0 0.26
0 0 0 7 0 0 10 0 30 0 0 0 23 0 0 0 25 1 42 0.3
2 6 3 0 0 2 7 1 14 1 13 0 2 8 3 3 1 0 0 0.31
0 28 0 48 21 46 24 33 11 60 13 16 13 0 2 53 21 0 0 0.69
0 0 3 9 4 0 19 0 1 6 3 11 4 3 0 1 3 0 8 0.34
35 22 0 20 0 35 0 9 28 0 26 0 1 0 24 35 38 56 52 0.63
0 3 0 8 5 0 1 2 2 13 3 2 4 0 0 4 0 3 2 0.25
0 23 0 40 0 0 0 0 0 39 0 100 0 41 1 29 37 12 34 0.47
0 0 5 0 2 0 1 12 3 1 0 0 9 5 0 0 0 2 0 0.2
0 0 0 1 2 2 0 12 14 0 0 4 1 2 4 5 0 0 2 0.22
1 9 1 0 9 22 0 5 1 0 3 9 2 1 2 2 0 2 5 0.32
21 0 0 2 5 0 0 20 24 3 18 24 0 13 0 1 3 24 1 0.44
0 0 50 35 0 11 32 0 0 5 25 0 97 0 0 11 39 5 0 0.47
6 1 0 5 1 9 2 5 0 0 7 0 14 20 0 1 21 13 4 0.42
0 0 2 3 0 0 0 0 0 0 0 2 0 0 0 0 0 2 3 0.06
12 9 0 6 3 1 2 1 0 15 6 1 9 16 19 0 9 1 0 0.46
15 24 4 0 0 0 0 14 45 34 42 35 0 16 0 17 0 47 34 0.6
8 0 3 4 0 2 0 0 0 1 7 3 4 15 6 0 5 6 0 0.31
19 3 0 3 5 3 10 6 0 0 0 0 1 19 0 0 0 1 0 0.27
0 19 0 0 9 16 3 1 12 2 0 5 2 22 0 5 6 21 10 0.48
39 23 17 0 34 9 0 0 58 30 41 0 46 0 73 0 26 0 31 0.62
0 0 0 2 0 0 4 0 0 3 3 3 0 2 2 1 0 2 0 0.11
6 26 51 19 24 32 21 44 31 133 7 41 0 0 6 3 55 0 34 0.74
3 0 0 5 0 1 0 0 0 2 0 1 1 0 1 0 0 0 0 0.07
0 0 0 2 6 0 0 4 0 0 2 4 0 6 3 0 3 2 0 0.16
6 4 2 6 6 2 5 4 0 5 2 10 14 1 8 0 0 2 13 0.43
1 0 0 2 1 3 1 0 0 3 0 4 0 0 0 0 1 0 0 0.08
30 0 34 0 3 0 33 6 20 9 2 35 0 12 0 23 0 18 35 0.57
34 13 0 19 0 109 0 38 16 35 0 43 15 0 20 5 0 34 0 0.6
6 5 8 2 9 0 5 6 3 0 0 2 1 4 9 0 5 0 14 0.39
0 17 0 0 0 0 3 2 5 9 0 1 23 20 1 4 0 1 9 0.34
0 0 0 1 3 0 0 0 0 0 3 0 2 4 2 0 0 0 0 0.07
10 5 0 3 5 9 7 2 1 1 0 8 0 0 2 4 5 6 7 0.39
2 0 3 4 0 0 1 0 3 0 0 3 3 0 2 0 0 0 0 0.11
41 0 0 16 59 0 25 0 12 34 90 83 0 55 0 34 47 63 37 0.68
33 67 46 15 40 24 82 36 0 0 46 0 0 0 49 33 0 0 0 0.57
14 0 1 6 2 1 0 0 13 5 0 12 0 6 0 5 1 1 0 0.3
33 0 6 0 47 1 30 37 32 0 8 28 32 34 0 0 0 31 26 0.6
30 24 23 42 0 0 39 0 41 0 42 51 0 0 0 0 0 38 0 0.47
2 3 0 5 4 9 2 0 0 4 8 2 13 16 16 0 14 6 3 0.46
3 2 0 8 1 0 8 0 7 3 8 0 3 0 9 8 6 2 11 0.41
3 3 1 4 2 3 1 0 8 0 6 6 5 2 0 5 13 15 7 0.4
31 0 0 39 90 8 98 0 13 0 34 0 47 0 0 49 5 0 10 0.54
3 5 0 3 2 0 3 2 3 0 0 0 3 3 0 5 3 0 0 0.18
12 0 9 0 4 0 0 4 0 11 11 5 1 5 8 2 0 9 0 0.4
37 0 0 0 3 0 10 0 0 0 27 0 0 44 77 38 28 28 0 0.43
34 41 49 0 21 0 16 0 40 1 0 0 34 5 35 35 38 29 33 0.66
0 0 0 0 32 0 43 0 0 45 0 39 0 10 34 33 45 41 0 0.47
0 1 16 0 0 28 0 33 98 29 5 0 52 39 0 34 32 0 16 0.55
42 21 36 0 21 38 146 3 36 36 0 0 33 0 28 35 0 5 6 0.65
0 1 0 0 0 0 3 0 5 0 3 0 4 1 0 2 0 0 3 0.11
5 14 3 0 0 2 10 0 0 9 8 0 13 3 10 0 10 8 7 0.5
18 0 12 6 5 0 1 7 3 11 1 0 6 0 0 1 0 8 4 0.37
34 0 32 32 108 152 15 40 31 26 0 23 50 0 52 78 20 0 0 0.73
0 0 0 5 2 0 9 6 2 4 10 12 12 0 0 0 0 2 3 0.33
6 3 15 1 14 0 1 7 0 11 5 0 2 2 0 10 6 2 0 0.39
0 9 3 0 0 9 0 13 0 0 3 0 2 0 10 0 0 2 0 0.25
19 2 0 6 0 6 0 0 12 0 0 0 11 11 0 15 5 2 0 0.37
0 0 0 0 2 5 2 2 2 0 14 0 1 3 7 0 3 9 12 0.29
37 26 0 23 3 94 0 0 11 34 0 0 0 56 0 23 0 49 0 0.48
0 0 1 2 0 0 4 4 3 3 0 0 0 3 3 0 0 2 0 0.13
5 6 0 0 0 2 0 0 2 0 0 0 2 4 6 2 2 0 3 0.17
4 0 9 0 0 23 0 0 1 14 19 2 7 2 0 14 1 5 0 0.37
140 0 0 23 50 0 67 0 37 34 140 26 0 17 0 41 0 0 16 0.57
8 2 2 0 0 1 9 3 0 0 0 0 0 13 14 1 2 3 0 0.26
45 0 30 0 0 28 0 0 0 16 31 36 4 38 17 49 0 41 0 0.54
1 0 0 0 0 0 3 2 0 6 0 0 1 0 1 0 0 1 0 0.07
2 6 1 2 0 0 4 3 0 3 6 0 0 1 2 2 0 6 0 0.2
0 0 0 2 39 0 15 50 75 31 0 16 0 0 46 6 0 34 0 0.46
60 0 42 4 46 0 3 0 30 4 32 0 49 43 0 156 32 50 38 0.63
7 2 0 5 10 1 10 22 15 1 6 0 0 1 7 0 22 7 6 0.48
1 4 0 0 0 1 0 0 0 5 0 4 0 0 4 0 4 0 0 0.12
39 0 28 0 0 0 0 0 16 0 0 24 0 0 0 0 2 17 0 0.27
0 0 0 5 0 0 0 0 1 0 0 0 0 5 0 0 0 0 0 0.05
85 0 0 9 0 23 50 0 36 0 136 47 62 0 57 34 33 55 44 0.67
5 2 5 6 0 3 15 0 23 2 0 6 1 2 6 2 0 2 7 0.36
0 6 12 0 17 4 5 1 2 3 6 0 0 10 1 0 11 4 8 0.42
0 1 0 16 0 0 0 0 0 0 0 8 0 0 0 8 3 15 0 0.21
21 0 37 49 0 0 41 0 133 0 52 15 49 0 0 39 0 15 0 0.52
48 0 41 0 0 0 55 0 0 40 0 19 0 50 19 7 36 0 0 0.45
32 6 0 15 25 13 49 27 28 0 4 35 38 0 0 50 37 42 0 0.68
0 2 0 0 2 4 0 2 0 0 0 0 0 0 0 4 3 0 2 0.1
8 2 0 14 2 3 7 0 0 0 10 0 14 2 0 7 11 12 1 0.43
34 38 79 0 0 15 38 35 22 0 35 0 42 10 24 21 0 0 13 0.68
0 13 4 1 4 13 1 2 0 0 3 2 4 0 2 10 10 1 8 0.37
0 4 0 0 8 13 0 0 3 9 0 0 11 4 5 0 0 11 15 0.38
1 36 0 41 7 0 0 0 0 23 64 0 60 0 16 34 0 15 0 0.46
0 0 0 2 1 1 2 4 3 1 5 0 0 0 3 1 0 0 1 0.12
8 0 0 1 0 0 4 13 0 0 0 3 8 1 0 15 0 7 0 0.27
0 0 0 0 0 12 0 36 0 0 25 0 0 0 0 72 0 0 37 0.26
0 0 0 0 0 0 2 0 1 0 3 0 0 0 0 0 0 1 0 0.03
1 0 0 0 2 1 0 0 3 11 0 5 0 15 3 21 4 0 0 0.25
0 0 28 34 0 0 9 31 0 38 28 2 0 44 0 48 24 37 0 0.53
0 0 0 0 38 0 0 0 0 0 45 37 0 22 20 33 35 31 16 0.47
0 0 0 4 5 1 3 4 3 4 0 0 0 3 0 0 0 4 4 0.18
23 37 21 7 0 29 0 100 22 8 159 25 37 0 47 25 12 34 0 0.76
25 12 0 31 51 51 0 0 0 1 29 49 41 24 0 0 37 36 0 0.58
3 0 0 3 1 4 0 0 0 6 4 1 0 0 0 6 0 2 2 0.16
0 0 0 0 6 10 7 3 4 0 0 8 6 4 0 7 0 0 0 0.28
0 14 14 0 0 4 5 6 9 0 3 0 7 0 2 1 3 0 0 0.31
0 0 2 33 35 59 27 4 5 34 0 0 38 0 0 47 85 35 0 0.53
34 32 100 0 41 31 48 0 0 0 4 0 36 0 15 27 4 0 23 0.56
2 2 0 3 4 0 0 0 2 0 0 3 2 0 2 3 0 0 0 0.12
10 6 0 0 0 0 0 0 0 1 19 10 0 4 0 0 0 7 15 0.3
0 0 4 0 1 0 2 0 0 2 3 0 0 0 0 0 0 0 0 0.06
36 40 35 0 7 0 0 0 22 44 48 23 0 6 23 11 0 3 44 0.61
0 16 21 26 0 133 0 0 13 36 0 44 27 0 0 4 10 32 45 0.6
2 6 2 1 0 0 3 2 2 1 1 2 0 0 0 0 0 3 3 0.14
5 29 12 48 44 0 0 32 0 37 36 0 0 0 8 31 63 0 11 0.59
5 14 6 7 0 10 10 0 0 1 11 0 5 2 2 4 2 0 13 0.44
0 30 0 0 0 159 0 8 0 40 19 0 0 11 45 47 48 0 0 0.46
1 2 5 0 12 7 1 10 0 0 0 7 4 0 5 2 13 0 9 0.38
6 1 0 3 9 0 0 0 2 5 0 8 0 20 0 1 0 1 10 0.29
0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0.02
3 0 0 0 3 0 3 3 1 2 2 0 0 3 0 0 0 0 4 0.12
39 0 39 0 0 0 0 39 26 5 0 58 0 1 31 23 37 0 0 0.45
29 11 0 33 0 79 27 0 0 0 0 0 63 31 4 6 16 35 0 0.52
8 0 0 0 0 0 32 0 0 0 10 4 0 0 0 5 0 4 0 0.21
3 0 0 0 0 1 0 6 2 1 0 0 0 0 0 0 0 1 0 0.07
9 0 0 1 0 9 3 0 4 18 0 7 0 11 1 2 1 10 0 0.35
42 47 45 7 39 7 23 51 0 27 0 32 34 39 33 0 0 33 0 0.7
5 1 0 11 0 7 2 2 3 10 6 0 10 2 1 1 0 0 0 0.31
0 0 1 2 0 10 0 0 0 0 4 8 0 0 0 0 0 7 1 0.17
0 0 0 0 0 1 6 0 0 0 1 0 0 1 2 2 0 3 2 0.09
0 0 0 0 0 4 4 0 0 2 0 3 1 3 0 6 0 3 0 0.13
57 13 3 40 0 0 31 0 0 20 36 42 0 56 8 0 0 39 0 0.53
12 34 0 50 31 45 35 0 31 0 0 30 0 0 24 0 0 20 17 0.57
0 0 0 3 0 0 2 0 0 0 0 0 0 0 0 1 2 3 0 0.05
1 0 0 0 1 0 5 0 0 0 0 0 0 5 1 0 2 0 0 0.07
0 29 14 3 36 39 27 0 0 40 0 23 37 0 26 2 0 45 0 0.55
0 0 4 0 2 1 0 6 0 3 3 5 0 2 3 0 0 0 0 0.15
10 0 5 11 0 0 0 9 13 0 2 10 5 0 11 0 2 8 7 0.46
0 0 0 2 6 2 4 0 0 0 0 1 0 1 0 4 4 2 6 0.16
16 48 0 0 34 39 0 17 9 49 0 0 0 3 6 0 37 20 0 0.51
3 5 0 3 0 2 3 6 0 0 8 0 2 0 0 7 8 0 9 0.29
0 0 13 0 10 10 0 0 0 2 2 1 2 5 9 15 6 0 11 0.4
0 2 6 0 2 5 0 1 2 0 1 1 18 2 22 6 2 5 20 0.34
3 8 11 5 0 0 0 1 13 0 0 0 3 7 2 5 2 1 1 0.3
2 1 0 0 1 3 7 2 0 1 6 0 9 8 4 3 4 3 2 0.29
0 0 0 0 8 1 0 15 3 8 15 0 0 1 0 0 0 10 0 0.26
1 0 0 0 0 1 0 1 6 0 1 4 2 0 0 0 0 0 2 0.09
7 13 0 15 0 0 0 1 0 5 0 0 8 0 3 1 8 2 0 0.28
0 3 0 1 0 5 24 13 1 1 4 18 1 0 0 10 1 7 9 0.38
0 6 20 33 20 0 32 0 20 36 0 34 0 3 0 0 28 0 35 0.52
4 3 5 4 1 0 0 0 1 0 3 0 0 4 1 1 0 0 1 0.14
0 5 0 2 1 1 10 2 2 21 2 19 9 3 0 0 1 4 4 0.34
3 0 14 1 0 15 0 5 6 0 0 0 9 9 1 6 0 7 0 0.35
7 0 22 0 0 0 39 41 0 16 2 41 0 0 50 32 32 33 40 0.57
2 0 1 12 5 0 0 3 0 0 0 0 7 13 0 5 3 6 0 0.27
10 22 14 0 2 1 17 2 2 1 1 7 24 0 1 0 14 8 1 0.45
4 3 5 0 6 1 0 0 0 7 0 3 1 0 2 0 14 4 6 0.27
51 47 17 44 39 0 0 0 42 0 0 13 0 0 14 46 0 0 0 0.47
3 0 10 0 15 0 0 0 2 9 4 2 0 1 6 8 0 2 13 0.35
3 1 0 0 0 1 0 0 1 4 0 0 0 0 4 3 0 2 0 0.1
16 72 0 38 0 1 0 0 0 0 47 45 90 0 49 41 55 98 127 0.58
1 4 3 0 3 0 3 3 0 0 0 5 0 0 2 0 0 4 0 0.14
3 0 0 2 0 0 0 0 0 3 0 0 4 0 1 0 2 0 0 0.07
0 0 0 1 0 3 2 1 0 10 0 0 11 10 1 4 0 0 8 0.26
